"company name","description","tags","url","size","funding"
"Amun ","Simplifying digital asset purchasing","Fintech, •, B2B, •, Cryptocurrency, •, Personal finance, •, SaaS, ","https://app.otta.com//companies/Amun","",""
"Anansi ","Automated goods-in-transit insurance","B2B, •, Enterprise, •, Logistics, •, Insurance, •, Freight, •, API, ","https://app.otta.com//companies/Anansi","1-20","£1.5"
"Anchorage ","Digital asset platform","Fintech, •, B2B, •, Cryptocurrency, ","https://app.otta.com//companies/Anchorage","101-200","£399"
"AND Digital ","Accelerates digital delivery","B2B, •, Enterprise, •, Digital Media, ","https://app.otta.com//companies/AND-Digital","1001+","£19"
"Andersen ","Smart and customisable charge points for electric vehicles","B2C, •, Energy, •, Sustainability, •, Electric Vehicles, ","https://app.otta.com//companies/Andersen","21-100","£1.6"
"Anduril Industries ","Hardware and software for national security","B2B, •, Artificial Intelligence, •, Security, •, Enterprise, •, Drones, •, Aerospace, ","https://app.otta.com//companies/Anduril-Industries","501-1000","£580"
"Anima ","Online consultation platform for primary care","Healthcare, •, B2B, •, SaaS, •, MedTech, ","https://app.otta.com//companies/Anima","1-20","£2.1"
"Ankorstore ","Wholesale made easy ","Retail, •, B2B, •, Marketplace, •, Consumer Goods, •, eCommerce, ","https://app.otta.com//companies/Ankorstore","501-1000","£340.5"
"ANNA ","Business account and tax app for small businesses","Financial Services, •, Mobile, •, Accounting, ","https://app.otta.com//companies/ANNA","21-100","£62"
"Anomali ","Intelligence powered security service","B2B, •, Artificial Intelligence, •, Security, •, Analytics, •, Cyber Security, ","https://app.otta.com//companies/Anomali","201-500","£79"
"Anorak Technologies ","Online broker for protective cover","Fintech, •, B2C, •, Personal finance, •, Insurance, •, SaaS, ","https://app.otta.com//companies/Anorak-Technologies","21-100","£14"
"Antler ","Early-stage Venture Capital firm","Financial Services, •, Venture Capital, ","https://app.otta.com//companies/Antler","1001+","£60"
"Anymo ","A no-code tool for mobile app marketers to deliver in-app content","B2B, •, Marketing, •, Mobile, ","https://app.otta.com//companies/Anymo","1-20","£1.8"
"AnyRoad ","Measuring brand perception","B2B, •, Marketing, •, Business Intelligence, •, SaaS, ","https://app.otta.com//companies/AnyRoad","101-200","£56.9"
"AnyVan ","Delivery, removals and transport marketplace","B2C, •, B2B, •, Marketplace, •, Logistics, •, Transport, •, Freight, •, Delivery, ","https://app.otta.com//companies/AnyVan","101-200","£125"
"Apartment List ","Real estate platform making renting simpler","B2C, •, Property, •, Marketplace, •, Renting, •, Real Estate, ","https://app.otta.com//companies/Apartment-List","201-500","£133.7"
"Apex ","In-home workout bikes","B2C, •, Retail, •, Personal health, •, Fitness, •, Wellbeing, ","https://app.otta.com//companies/Apex","1-20","£4.3"
"Apheris ","Platform for private collaborative data analysis","B2B, •, Artificial Intelligence, •, Enterprise, •, Deep Tech, •, Analytics, •, Machine Learning, •, SaaS, •, Cyber Security, •, Data Sharing, ","https://app.otta.com//companies/Apheris","21-100","£4.7"
"Apolitical ","Global learning platform for governments","B2B, •, Education, •, Learning, •, Networking, •, Social, •, Social Impact, ","https://app.otta.com//companies/Apolitical","21-100","£4.1"
"Apollo Insurance ","Online insurance marketplace","B2B, •, Marketplace, •, Insurance, ","https://app.otta.com//companies/Apollo-Insurance","101-200","£9.2"
"Appcues ","Platform for measuring product adoption","B2B, •, Analytics, •, Product Management, •, No-Code, ","https://app.otta.com//companies/Appcues","21-100","£37.6"
"Apperio ","Software to track and analyse legal spend","B2B, •, Legal, •, Analytics, •, Financial Services, •, SaaS, ","https://app.otta.com//companies/Apperio","21-100","£10.8"
"Appian ","Low-code software development platform","B2B, •, Enterprise, •, Internal tools, •, No-Code, ","https://app.otta.com//companies/Appian","1001+","£38.9"
"Appjobs ","Connecting the dots in the gig economy","Fintech, •, B2C, •, B2B, •, Recruitment, •, Lead generation, •, Flexible working, •, Advertising, •, Community, ","https://app.otta.com//companies/Appjobs","21-100","£13.6"
"Applause ","Digital app testing platform","B2B, •, Digital Media, •, SaaS, •, Outsourcing, •, Data Analysis, ","https://app.otta.com//companies/Applause","1001+","£95"
"Applied ","Platform for debiased hiring","B2B, •, Recruitment, •, HR, •, SaaS, •, Social Impact, ","https://app.otta.com//companies/Applied","21-100","£4.6"
"Applovin ","Marketing, monetization and analytics software for app developers ","B2B, •, Gaming, •, Analytics, •, Networking, •, Mobile, •, Advertising, ","https://app.otta.com//companies/Applovin","501-1000","£334.3"
"AppOmni ","SaaS security management software","B2B, •, SaaS, •, Cyber Security, •, Automation, ","https://app.otta.com//companies/AppOmni","101-200","£100.8"
"Apprentice.io ","Intelligent manufacturing execution system for life sciences","Healthcare, •, B2B, •, Artificial Intelligence, •, Manufacturing, •, Augmented Reality, •, Biology, ","https://app.otta.com//companies/Apprentice-io","21-100","£116.5"
"AppsFlyer ","Marketing analytics platform","B2B, •, Enterprise, •, Marketing, •, Analytics, •, SaaS, •, Advertising, ","https://app.otta.com//companies/AppsFlyer","1001+","£240.2"
"Appvia ","IT consultancy and secure Kubernetes delivery platform","B2B, •, DevOps, •, Cloud Computing, ","https://app.otta.com//companies/Appvia","",""
"AppZen ","AI platform for modern finance teams","Fintech, •, B2B, •, Artificial Intelligence, •, Enterprise, •, Big data, •, Computer Vision, •, Machine Learning, •, Financial Services, •, Accounting, •, Data Analysis, ","https://app.otta.com//companies/AppZen","201-500","£82.8"
"April ","Tax filing platform","Fintech, •, B2B, •, Banking, •, Accounting, ","https://app.otta.com//companies/April","1-20","£8.2"
"ApTap ","Bill Management Made Simple","Fintech, •, B2B, •, Banking, ","https://app.otta.com//companies/ApTap-1","",""
"Aptible ","Automate the security of your multi-cloud infrastructure","Healthcare, •, B2B, •, Security, •, Compliance, •, SaaS, •, DevOps, ","https://app.otta.com//companies/Aptible","21-100","£19.7"
"Apto Payments ","White-label debit & credit card provider","Fintech, •, B2B, •, Enterprise, •, Credit cards, •, SaaS, ","https://app.otta.com//companies/Apto-Payments","21-100","£6.5"
"Aptos Labs ","Building Layer 1 blockchain","Cryptocurrency, •, Blockchain, •, Web 3.0, ","https://app.otta.com//companies/Aptos-Labs","21-100","£163.8"
"Arachnys ","Provides tools for assessing financial crime customer risk","Fintech, •, B2B, •, Enterprise, •, Compliance, •, Big data, •, Legal, •, Machine Learning, •, SaaS, •, Cloud Computing, ","https://app.otta.com//companies/Arachnys","21-100","£8.2"
"Arbolus ","Expert advisory network","B2B, •, Marketplace, •, Recruitment, •, Business Intelligence, •, Machine Learning, •, SaaS, ","https://app.otta.com//companies/Arbolus-1","101-200","£19.4"
"ArborXR ","Device management platform for AR & VR devices","B2B, •, Enterprise, •, Internet of Things, •, Augmented Reality, •, SaaS, •, Virtual Reality, ","https://app.otta.com//companies/ArborXR","",""
"Archer ","Urban air mobility developer","B2C, •, Sustainability, •, Transport, •, Manufacturing, •, Flights, •, Aerospace, ","https://app.otta.com//companies/Archer","201-500","£946.7"
"Archipelago ","Digitising commercial property risks","B2B, •, Artificial Intelligence, •, Real Estate, •, Machine Learning, ","https://app.otta.com//companies/Archipelago","101-200","£46.8"
"Arctic Shores ","Next generation of psychometric tests","B2B, •, Artificial Intelligence, •, Recruitment, •, Data Analysis, ","https://app.otta.com//companies/Arctic-Shores","21-100","£4.6"
"Arcules ","Cloud-based video surveillance","B2B, •, Security, •, Enterprise, •, Analytics, •, SaaS, •, Video, ","https://app.otta.com//companies/Arcules","",""
"Arenko Group ","Automation & optimisation for the energy transition","B2B, •, Energy, •, Trading, •, SaaS, ","https://app.otta.com//companies/Arenko-Group","",""
"Argent ","Ethereum wallet for DeFi and NFTs","Fintech, •, B2C, •, Cryptocurrency, •, Investing, •, Trading, •, Financial Services, ","https://app.otta.com//companies/Argent","21-100","£49.2"
"Argyle ","Employment Data Platform ","B2B, •, SaaS, •, API, ","https://app.otta.com//companies/Argyle","21-100","£63.6"
"Arive ","Delivering from brands in 30 minutes","B2C, •, Retail, •, Consumer Goods, •, Delivery, •, eCommerce, ","https://app.otta.com//companies/Arive","101-200","£21.7"
"Armorblox ","Email security for the cloud office","B2B, •, Enterprise, •, Machine Learning, •, Cyber Security, •, Cloud Computing, ","https://app.otta.com//companies/Armorblox","101-200","£38.1"
"Around ","Video calls designed for energy, ideas, and action","B2B, •, Internal tools, •, Productivity, •, Communication, •, SaaS, •, Video, ","https://app.otta.com//companies/Around","21-100","£12.5"
"Array ","Helping gain personalized credit and financial data for users","Fintech, •, B2B, •, API, •, Data Analysis, ","https://app.otta.com//companies/Array","",""
"Arrive Logistics ","Freight brokerage platform","B2B, •, Enterprise, •, Logistics, •, Transport, •, Freight, •, SaaS, •, Delivery, ","https://app.otta.com//companies/Arrive-Logistics","1001+","£274.5"
"Arthur ","Property management software","Property, •, B2B, •, Enterprise, •, SaaS, ","https://app.otta.com//companies/Arthur","21-100","£2"
"Articulate ","SaaS training and development platform","B2B, •, Enterprise, •, Internal tools, •, Content, •, Training, •, Learning, •, SaaS, ","https://app.otta.com//companies/Articulate","201-500","£1228.6"
"Artifakt ","Cloud infrastructure for enterprise web developers","B2B, •, Enterprise, •, Productivity, •, SaaS, •, DevOps, •, Automation, •, Cloud Computing, •, Web Design, ","https://app.otta.com//companies/Artifakt","21-100","£4.9"
"Artificial ","Digitisation tool for commercial insurers","B2B, •, Robotics, •, SaaS, •, Data Integration, •, Data Analysis, •, Automation, ","https://app.otta.com//companies/Artificial-1","21-100","£13.9"
"Artlogic ","Transforming the art world","B2B, •, SaaS, •, Art, ","https://app.otta.com//companies/Artlogic","",""
"Artscapy ","The platform for fine art collecting","B2C, •, B2B, •, Marketplace, •, SaaS, •, Blockchain, •, Art, ","https://app.otta.com//companies/Artscapy","1-20","£1"
"Asana ","Work management and productivity software","B2B, •, Internal tools, •, Productivity, •, SaaS, ","https://app.otta.com//companies/Asana","1001+","£175.8"
"Ash Wellness ","Enabling organizations to provide at-home diagnostics","Healthcare, •, B2B, •, Enterprise, •, SaaS, •, MedTech, ","https://app.otta.com//companies/Ash-Wellness","",""
"ASOS ","Online fashion and cosmetic retailer","B2C, •, Lifestyle, •, Marketplace, •, Fashion, •, Beauty, •, eCommerce, ","https://app.otta.com//companies/ASOS","1001+","£659.3"
"Aspiration ","Green, sustainable financial services platform","Fintech, •, B2C, •, B2B, •, Sustainability, •, Investing, •, Financial Services, ","https://app.otta.com//companies/Aspiration","201-500","£1027.6"
"Astera Labs ","Purpose-built connectivity solutions","B2B, •, Artificial Intelligence, •, Enterprise, •, Machine Learning, ","https://app.otta.com//companies/Astera-Labs","101-200","£46.3"
"Astranis ","Next generation satellite broadband service","Internal tools, •, Social Impact, •, Aerospace, ","https://app.otta.com//companies/Astranis","201-500","£248.8"
"Astropad ","Drawing tablet software for the iPad","B2C, •, B2B, •, Productivity, •, Design, •, SaaS, •, Art, ","https://app.otta.com//companies/Astropad","",""
"Ataccama ","AI-driven data platform for enterprises","B2B, •, Artificial Intelligence, •, Enterprise, •, Compliance, •, SaaS, •, Data Integration, •, Automation, ","https://app.otta.com//companies/Ataccama","201-500","£124.6"
"A.Team ","Members only team formation platform","B2B, •, Enterprise, •, Marketplace, •, Recruitment, ","https://app.otta.com//companies/A-Team-1","21-100","£49.1"
"Atellio ","Supports and streamlines workflows for creative teams","B2B, •, Design, •, SaaS, ","https://app.otta.com//companies/Atellio","",""
"Atheneum ","Knowledge-sharing platform for access to market insights","B2B, •, Big data, •, Market research, •, Business Intelligence, •, SaaS, ","https://app.otta.com//companies/Atheneum","501-1000","£148.8"
"Athos ","Using EMG technology to build better athletes","B2C, •, Lifestyle, •, Fitness, •, Wellbeing, ","https://app.otta.com//companies/Athos","21-100","£42"
"Atlassian ","Software development and collaboration platform","B2B, •, Internal tools, ","https://app.otta.com//companies/Atlassian","1001+","£49.1"
"AtoB ","Developer of payment infrastructure for logistics industries","B2B, •, Logistics, •, Freight, •, Payments, ","https://app.otta.com//companies/AtoB","101-200","£19"
"atomico ","Venture capital firm","B2B, •, Fundraising, •, Investing, •, Venture Capital, ","https://app.otta.com//companies/atomico","101-200","£1268"
"Atom Learning ","Online learning platform for ages 7-13","B2C, •, B2B, •, Artificial Intelligence, •, Education, •, Learning, ","https://app.otta.com//companies/Atom-Learning","101-200","£20.5"
"Attensi ","Simulation-based workforce training","B2B, •, Enterprise, •, Training, •, Learning, •, SaaS, •, Virtual Reality, ","https://app.otta.com//companies/Attensi","201-500","£25.8"
"Attest ","Making consumer research simple","B2B, •, Productivity, •, Big data, •, Marketing, •, Analytics, •, Market research, •, SaaS, ","https://app.otta.com//companies/Attest","101-200","£76.6"
"ATTN: ","Mobile-first, issues-driven media company","B2C, •, Education, •, Entertainment, •, Digital Media, •, Mobile, ","https://app.otta.com//companies/ATTN","101-200","£30.5"
"Audigent ","Data management platform","B2B, •, Big data, •, Marketing, •, Publishing, •, Entertainment, •, Advertising, ","https://app.otta.com//companies/Audigent","21-100","£22.8"
"AuditBoard ","Governance, risk management, and compliance software","B2B, •, Compliance, •, SaaS, ","https://app.otta.com//companies/AuditBoard","501-1000","£35.8"
"August Home ","Smart security solutions","B2C, •, Security, •, Home improvement, •, eCommerce, ","https://app.otta.com//companies/August-Home","21-100","£59.9"
"Aumio ","Sleep & meditation app for children","B2C, •, Mental health, •, Childcare, •, Social Impact, •, Wellbeing, •, MedTech, ","https://app.otta.com//companies/Aumio","1-20","£2.7"
"Aurelia ","Financial automation platform","Fintech, •, B2B, •, Banking, •, SaaS, •, Accounting, •, Automation, ","https://app.otta.com//companies/Aurelia","1-20","£2.5"
"Aurora Solar ","Building software solutions for solar power and storage","B2B, •, Energy, •, Sustainability, •, SaaS, ","https://app.otta.com//companies/Aurora-Solar","201-500","£426.3"
"Authentise ","Data-Driven Workflow Management","Manufacturing, •, Automation, ","https://app.otta.com//companies/Authentise","",""
"Automata ","Robotic automation solutions for the biotech industry","B2B, •, Enterprise, •, Manufacturing, •, Deep Tech, •, Robotics, ","https://app.otta.com//companies/Automata","101-200","£46.3"
"autone.io ","SaaS operational platform for retail & CPG businesses","Retail, •, B2B, •, Business Intelligence, •, SaaS, •, Consumer Goods, ","https://app.otta.com//companies/autone-io","",""
"AutoUncle ","Price comparison site for used cars","B2C, •, B2B, •, Marketplace, •, Cars, •, Sales, ","https://app.otta.com//companies/AutoUncle","21-100","£0.8"
"Ava Labs ","Building an open, simple, and democratic internet of finance","B2B, •, Cryptocurrency, •, SaaS, ","https://app.otta.com//companies/Ava-Labs","101-200","£4.9"
"Avant Arte ","Digital platform for collectible arts","B2C, •, Marketplace, •, Design, •, Art, •, eCommerce, ","https://app.otta.com//companies/Avant-Arte","",""
"Avesdo Inc. ","Property management technology","Property, •, B2B, •, Real Estate, •, SaaS, ","https://app.otta.com//companies/Avesdo-Inc-","21-100","£1.3"
"Aviatrix Systems ","Cloud software for advanced security, operations, and networking ","B2B, •, Security, •, Enterprise, •, Networking, •, Cyber Security, •, Cloud Computing, ","https://app.otta.com//companies/Aviatrix-Systems","501-1000","£279.3"
"Aviron ","Interactive rowing machine","B2C, •, Lifestyle, •, Personal health, •, Fitness, ","https://app.otta.com//companies/Aviron","21-100","£18.9"
"Avvinue ","Pet-friendly travel bookings","B2C, •, Travel, •, Mobility, •, Pets, •, SaaS, ","https://app.otta.com//companies/Avvinue","",""
"Away ","Luggage for the modern traveller","B2C, •, Travel, •, Lifestyle, •, eCommerce, ","https://app.otta.com//companies/Away","201-500","£148.4"
"Axiom ","Serverless machine data insight platform","B2B, •, Data storage, •, Big data, •, Analytics, •, Market research, •, Business Intelligence, •, SaaS, •, Data Analysis, ","https://app.otta.com//companies/Axiom","1-20","£20.9"
"Axis ","Inclusive collaboration that delivers outcomes, not talk","B2B, •, Enterprise, •, Sustainability, •, Productivity, •, Events, •, SaaS, •, product, ","https://app.otta.com//companies/Axis","",""
"Axle ","Cash flow management for freight brokers","Fintech, •, B2B, •, Artificial Intelligence, •, Enterprise, •, Marketplace, •, Freight, •, SaaS, ","https://app.otta.com//companies/Axle","21-100","£11.7"
"Axoni ","Specializing in blockchain infrastructure","Fintech, •, B2B, •, Blockchain, •, Automation, ","https://app.otta.com//companies/Axoni-1","21-100","£71.3"
"Axora ","B2B digital solutions marketplace","B2B, •, Marketplace, •, Energy, •, Community, ","https://app.otta.com//companies/Axora","21-100","£8.2"
"Ayasdi ","Solving financial crime with predictive analytics","Fintech, •, B2B, •, Artificial Intelligence, •, Big data, •, Analytics, •, Machine Learning, •, Financial Services, ","https://app.otta.com//companies/Ayasdi","21-100","£87.1"
"Ayogo Health ","Patient engagement & adherence games","Healthcare, •, B2B, •, Gaming, •, MedTech, ","https://app.otta.com//companies/Ayogo-Health","21-100","£8.2"
"Azimo ","Global money transfers","Fintech, •, B2C, •, Payments, •, Foreign exchange, •, Financial Services, •, SaaS, ","https://app.otta.com//companies/Azimo","101-200","£54.1"
"Babylist ","Online universal baby registry","B2C, •, Marketplace, •, Consumer Goods, •, eCommerce, ","https://app.otta.com//companies/Babylist","201-500","£32.8"
"Back ","Organise and automate employee requests","B2B, •, HR, •, Internal tools, •, Machine Learning, •, SaaS, •, Automation, ","https://app.otta.com//companies/Back","21-100","£3.6"
"Bactobio ","Uncovering solutions from biological dark matter","B2B, •, Biology, •, Science, ","https://app.otta.com//companies/Bactobio","",""
"Bagboard ","Sustainability-conscious shopping platform","B2C, •, Retail, •, Marketplace, •, Sustainability, •, Marketing, •, Advertising, •, Social Impact, •, eCommerce, ","https://app.otta.com//companies/Bagboard","1-20","£3"
"Balbix ","Predictive AI cyber security","B2B, •, Artificial Intelligence, •, Enterprise, •, SaaS, •, Cyber Security, ","https://app.otta.com//companies/Balbix","101-200","£94.8"
"Bally's Interactive ","Digital arm of entertainment provider, Bally's Corporation","B2C, •, Hospitality, •, Gaming, •, Gambling, •, Entertainment, ","https://app.otta.com//companies/Ballys-Interactive","",""
"Bandwidth ","The universal platform for global enterprise communications","B2B, •, Enterprise, •, Communication, •, Telecommunications, ","https://app.otta.com//companies/Bandwidth","1001+","£0.9"
"Banked ","Pay online with your bank account","Fintech, •, Banking, •, Payments, ","https://app.otta.com//companies/Banked","21-100","£20.3"
"Banxware ","Revenue-based loans for SMEs","Fintech, •, B2B, •, Lending, •, Financial Services, •, SaaS, ","https://app.otta.com//companies/Banxware","21-100","£12.1"
"Bare Cremation ","Cremation and memorial services","B2C, •, Mental health, •, Social, •, Age-tech, ","https://app.otta.com//companies/Bare-Cremation","",""
"BarkBox ","A monthly subscription service of dog toys and treats","B2C, •, Pets, •, Toys, •, eCommerce, ","https://app.otta.com//companies/BarkBox","501-1000","£438.8"
"Basecamp Research ","Environmental genomic data with biotechnology","B2B, •, Sustainability, •, Biology, •, Data Analysis, ","https://app.otta.com//companies/Basecamp-Research","",""
"Basis Technologies ","Digital advertising platform for redefining clients' digital media","B2B, •, Digital Media, •, Advertising, ","https://app.otta.com//companies/Basis-Technologies","201-500","£43.1"
"Batelle ","E-learning platform for parents","B2C, •, Learning, •, Childcare, •, Wellbeing, ","https://app.otta.com//companies/Batelle","21-100","£3.3"
"Battlefy ","eSports marketing & management solutions","B2B, •, Marketing, •, eSports, ","https://app.otta.com//companies/Battlefy-1","21-100","£10.3"
"Bayes Holding ","Gaming and esports data","B2B, •, Enterprise, •, Gaming, •, Analytics, •, eSports, •, SaaS, ","https://app.otta.com//companies/Bayes-Holding","1-20","£15.5"
"BCB Group ","Crypto-dedicated payment services provider","B2B, •, Cryptocurrency, •, Payments, •, Financial Services, ","https://app.otta.com//companies/BCB-Group","101-200","£52.8"
"Beacon ","Digital freight forwarding","B2B, •, Logistics, •, Freight, •, Analytics, •, Supply Chain, •, API, •, Cloud Computing, ","https://app.otta.com//companies/Beacon","201-500","£53.3"
"Béa Fertility ","At home fertility care","Healthcare, •, B2C, •, Personal health, •, Hardware, •, Femtech, ","https://app.otta.com//companies/Béa-Fertility","1-20","£2.1"
"Beam Dental ","Digital-first dental benefits provider for businesses","Healthcare, •, B2B, •, HR, •, Insurance, ","https://app.otta.com//companies/Beam-Dental","201-500","£138.1"
"Beam Impact ","Turning consumer behavior into cash for nonprofits","B2C, •, B2B, •, Marketing, •, Mobile, •, Social Impact, •, eCommerce, ","https://app.otta.com//companies/Beam-Impact","1-20","£12.3"
"Bearer ","Data security risk platform","B2B, •, Big data, •, Privacy, •, SaaS, •, Cyber Security, ","https://app.otta.com//companies/Bearer","21-100","£0.9"
"Beauhurst ","Searchable database of the UK’s fastest-growing businesses","B2B, •, Enterprise, •, Big data, •, Content, •, Analytics, •, SaaS, ","https://app.otta.com//companies/Beauhurst","",""
"Beautylish ","Ecommerce platform for beauty","B2C, •, Retail, •, B2B, •, Logistics, •, Beauty, ","https://app.otta.com//companies/Beautylish","21-100","£20.6"
"Beautystack ","Marketplace for next generation beauty professionals","Lifestyle, •, Marketplace, •, Beauty, •, Wellbeing, ","https://app.otta.com//companies/Beautystack","1-20","£4.8"
"Beeswax ","Bidder-as-a-service platform for programmatic spending","B2B, •, Payments, •, Financial Services, •, SaaS, •, API, ","https://app.otta.com//companies/Beeswax","21-100","£23.3"
"Behavox ","Monitors employee behaviour in the financial workplace","Fintech, •, B2B, •, Artificial Intelligence, •, Compliance, ","https://app.otta.com//companies/Behavox","201-500","£147.5"
"Belong ","Real estate service for homeowners and renters ","Marketplace, •, Renting, •, Real Estate, ","https://app.otta.com//companies/Belong","101-200","£86.1"
"Ben ","Personalising employee experience through tailored benefits and reward","Fintech, •, B2B, •, HR, •, SaaS, ","https://app.otta.com//companies/Ben","21-100","£1.8"
"Bench ","Online bookkeeping service for small businesses","Fintech, •, B2B, •, Bookkeeping, •, SaaS, •, Accounting, ","https://app.otta.com//companies/Bench","501-1000","£85.3"
"BenchSci ","AI usage for efficient biomedical research","B2B, •, Artificial Intelligence, •, SaaS, •, Science, •, MedTech, ","https://app.otta.com//companies/BenchSci","201-500","£68.7"
"Benepass ","Benefits administration app","B2B, •, HR, •, Payments, •, Bookkeeping, •, Financial Services, •, SaaS, ","https://app.otta.com//companies/Benepass","21-100","£11.7"
"Benitago Group ","Aggregator of Amazon businesses","B2B, •, Lifestyle, •, Consumer Goods, •, eCommerce, ","https://app.otta.com//companies/Benitago-Group","21-100","£288.8"
"BentoBox ","Marketing and commerce platform for restaurants","Hospitality, •, B2B, •, Food, •, Marketing, •, eCommerce, ","https://app.otta.com//companies/BentoBox","201-500","£43.1"
"Berbix ","Instant Identity Verification","B2C, •, B2B, •, Enterprise, •, SaaS, •, Identity, ","https://app.otta.com//companies/Berbix","21-100","£9.6"
"Berkshire Grey ","Industrial autonomous robots for fulfillment","B2B, •, Artificial Intelligence, •, Internal tools, •, Logistics, •, Robotics, ","https://app.otta.com//companies/Berkshire-Grey","201-500","£555.4"
"Beryl ","Micromobility for hire","B2C, •, Sustainability, •, Transport, •, Mobility, ","https://app.otta.com//companies/Beryl","21-100","£7"
"Bestow ","Life insurance with no medical exam","Healthcare, •, B2C, •, Insurance, ","https://app.otta.com//companies/Bestow","201-500","£112.7"
"Better Cents ","Digital debt optimisation platform","Fintech, •, B2C, •, Credit Scoring, •, Personal finance, •, Lending, •, SaaS, ","https://app.otta.com//companies/Better-Cents","",""
"Better.com ","Digital mortgage lender","B2C, •, Mortgages, •, Real Estate, ","https://app.otta.com//companies/Better-com","1001+","£1949.5"
"Betterment ","Banking and investment app","Fintech, •, B2C, •, Banking, ","https://app.otta.com//companies/Betterment","201-500","£274.6"
"Better Place Forests ","America's first conservation memorial forests","B2C, •, Sustainability, •, Real Estate, ","https://app.otta.com//companies/Better-Place-Forests","101-200","£59.1"
"Better Therapeutics ","Digital therapeutics for chronic diseases","Healthcare, •, B2B, ","https://app.otta.com//companies/Better-Therapeutics","21-100","£19.6"
"Betterworks ","Connect your people to your strategy.","B2B, •, Internal tools, •, SaaS, ","https://app.otta.com//companies/Betterworks","101-200","£120.5"
"Bevy ","Virtual conference and community events software platform","B2B, •, Enterprise, •, Communication, •, Video, •, Community, ","https://app.otta.com//companies/Bevy","101-200","£50.3"
"Beyond Identity ","Passwordless identity management solutions","B2B, •, Privacy, •, SaaS, •, Cyber Security, ","https://app.otta.com//companies/Beyond-Identity","101-200","£168"
"BeyondMinds ","Enterprise AI solutions","B2B, •, Artificial Intelligence, •, Deep Tech, •, Computer Vision, ","https://app.otta.com//companies/BeyondMinds","21-100","£13.1"
"Bezos ","UK eCommerce fulfilment service","B2B, •, Logistics, •, Supply Chain, •, eCommerce, •, Sales, ","https://app.otta.com//companies/Bezos","",""
"BibliU ","Learning enablement platform","B2B, •, Education, •, Learning, ","https://app.otta.com//companies/BibliU","21-100","£35.3"
"Bier Company ","Independent craft beer online retailer","B2C, •, Retail, •, Lifestyle, •, Consumer Goods, •, eCommerce, ","https://app.otta.com//companies/Bier-Company","",""
"BigCommerce ","Open SaaS ecommerce platform","B2B, •, Productivity, •, Sharing Economy, •, SaaS, •, eCommerce, •, Sales, ","https://app.otta.com//companies/BigCommerce","1001+","£179.8"
"Bigfoot ","Local discovery app","B2C, •, Travel, •, Lifestyle, •, Marketplace, •, Music, •, Ticketing, •, Entertainment, •, Social, •, Events, ","https://app.otta.com//companies/Bigfoot","1-20","£1.3"
"Big Health ","Apps to help millions back to good mental health","B2B, •, Mental health, •, Wellbeing, ","https://app.otta.com//companies/Big-Health","101-200","£104.7"
"BigTime Software ","Real-time insight for professional services","B2B, •, Business Intelligence, •, SaaS, ","https://app.otta.com//companies/BigTime-Software","21-100","£95.7"
"Big Viking Games ","Free-to-play HTML5 games developer","B2C, •, Gaming, •, Entertainment, •, Mobile, ","https://app.otta.com//companies/Big-Viking-Games","",""
"Billie ","Razors & body care products","B2C, •, Lifestyle, •, Personal health, •, Beauty, •, eCommerce, ","https://app.otta.com//companies/Billie","21-100","£28.7"
"Binance ","Cryptocurrency exchange platform","Fintech, •, B2C, •, B2B, •, Cryptocurrency, •, Investing, •, Blockchain, ","https://app.otta.com//companies/Binance","1001+","£8.2"
"Biofourmis ","ML-driven healthcare predictive analytics platform","Healthcare, •, B2B, •, Artificial Intelligence, •, Machine Learning, •, SaaS, •, Data Analysis, ","https://app.otta.com//companies/Biofourmis","201-500","£363.6"
"biorender ","Scientific visualization platform for diagram creation","B2C, •, B2B, •, Education, •, Visualisation, •, Science, ","https://app.otta.com//companies/biorender","21-100","£0.2"
"Bippit ","Employee financial wellbeing platform","Fintech, •, B2B, •, Personal finance, •, Machine Learning, ","https://app.otta.com//companies/Bippit","1-20","£0.9"
"Bird ","Electric vehicle sharing platform","B2C, •, Sustainability, •, Transport, •, Mobility, ","https://app.otta.com//companies/Bird","1001+","£1015.8"
"Bird & Blend Tea ","Tea mixology company","B2C, •, Retail, •, Food, •, eCommerce, ","https://app.otta.com//companies/Bird-and-Blend-Tea","",""
"Birdie ","The new standard in care management software","Healthcare, •, B2C, •, B2B, •, Personal health, ","https://app.otta.com//companies/Birdie","21-100","£17.7"
"Bitfinex ","Digital asset trading platform","Fintech, •, B2C, •, B2B, •, Cryptocurrency, •, Trading, ","https://app.otta.com//companies/Bitfinex","",""
"Bitly ","URL shortener tool ","B2B, •, Internal tools, •, SaaS, ","https://app.otta.com//companies/Bitly","201-500","£23.4"
"Bitrise ","Mobile Continuous Integration and Delivery","B2B, •, Marketing, •, Product Management, •, Automation, ","https://app.otta.com//companies/Bitrise","201-500","£68.5"
"Bitwise ","Providing cryptocurrency index funds for investors","B2B, •, Cryptocurrency, •, Investing, ","https://app.otta.com//companies/Bitwise","21-100","£69.3"
"Bizzabo ","Event experience software","B2B, •, Events, •, SaaS, •, Community, •, Cloud Computing, ","https://app.otta.com//companies/Bizzabo","201-500","£168.4"
"BKwai ","Delivers insights to engineers to support a more resilient built environment","B2B, •, Big data, •, Construction, ","https://app.otta.com//companies/BKwai","1-20","£4.5"
